Timestamp,Detection Status,Number of Circles
2025-03-13 09:47:16.265504,Detected,1
2025-03-13 09:47:16.518312,Missed,0
2025-03-13 09:47:16.748196,Missed,0
2025-03-13 09:47:16.981086,Detected,1
2025-03-13 09:47:17.216258,Detected,1
2025-03-13 09:47:17.464770,Detected,1
2025-03-13 09:47:17.698802,Detected,1
2025-03-13 09:47:17.963683,Missed,0
2025-03-13 09:47:18.198779,Missed,0
2025-03-13 09:47:18.431500,Missed,0
2025-03-13 09:47:18.708696,Missed,0
2025-03-13 09:47:18.964563,Detected,1
2025-03-13 09:47:19.232506,Missed,0
2025-03-13 09:47:19.482361,Detected,2
2025-03-13 09:47:19.712507,Detected,2
2025-03-13 09:47:19.955533,Missed,0
2025-03-13 09:47:20.197588,Missed,0
2025-03-13 09:47:20.458253,Detected,1
2025-03-13 09:47:20.688825,Missed,0
2025-03-13 09:47:20.925284,Missed,0
2025-03-13 09:47:21.161423,Missed,0
2025-03-13 09:47:21.395301,Missed,0
2025-03-13 09:47:21.628878,Missed,0
2025-03-13 09:47:21.863790,Missed,0
2025-03-13 09:47:22.130662,Missed,0
2025-03-13 09:47:22.394932,Detected,1
2025-03-13 09:47:22.611610,Missed,0
2025-03-13 09:47:22.860700,Detected,1
2025-03-13 09:47:23.170708,Missed,0
2025-03-13 09:47:23.482016,Missed,0
2025-03-13 09:47:23.789399,Missed,0
2025-03-13 09:47:24.115538,Missed,0
2025-03-13 09:47:24.467323,Missed,0
2025-03-13 09:47:24.803446,Missed,0
2025-03-13 09:47:25.150417,Missed,0
2025-03-13 09:47:25.502898,Missed,0
2025-03-13 09:47:25.762520,Missed,0
2025-03-13 09:47:26.013756,Missed,0
2025-03-13 09:47:26.245728,Missed,0
2025-03-13 09:47:26.483875,Missed,0
2025-03-13 09:47:26.854595,Missed,0
2025-03-13 09:47:27.195547,Missed,0
2025-03-13 09:47:27.474565,Missed,0
2025-03-13 09:47:27.726920,Missed,0
2025-03-13 09:47:27.960089,Missed,0
2025-03-13 09:47:28.194199,Missed,0
2025-03-13 09:47:28.428073,Missed,0
2025-03-13 09:47:28.689741,Missed,0
2025-03-13 09:47:28.921972,Missed,0
2025-03-13 09:47:29.159374,Missed,0
2025-03-13 09:47:29.392211,Missed,0
2025-03-13 09:47:29.625860,Missed,0
2025-03-13 09:47:29.868635,Missed,0
2025-03-13 09:47:30.136806,Missed,0
2025-03-13 09:47:30.392811,Detected,1
2025-03-13 09:47:30.625407,Detected,1
2025-03-13 09:47:30.859601,Missed,0
2025-03-13 09:47:31.166133,Missed,0
2025-03-13 09:47:31.499137,Detected,1
2025-03-13 09:47:31.795794,Detected,1
2025-03-13 09:47:32.060520,Detected,1
2025-03-13 09:47:32.311891,Missed,0
2025-03-13 09:47:32.543251,Missed,0
2025-03-13 09:47:32.784707,Missed,0
2025-03-13 09:47:33.055351,Detected,1
2025-03-13 09:47:33.364395,Missed,0
2025-03-13 09:47:33.615836,Missed,0
2025-03-13 09:47:33.848353,Missed,0
2025-03-13 09:47:34.091454,Missed,0
2025-03-13 09:47:34.495921,Detected,1
2025-03-13 09:47:34.836804,Missed,0
2025-03-13 09:47:35.092558,Missed,0
2025-03-13 09:47:35.376993,Missed,0
2025-03-13 09:47:35.624319,Missed,0
2025-03-13 09:47:35.847264,Missed,0
2025-03-13 09:47:36.080850,Missed,0
2025-03-13 09:47:36.318784,Missed,0
2025-03-13 09:47:36.555657,Missed,0
2025-03-13 09:47:36.787257,Missed,0
2025-03-13 09:47:37.028186,Missed,0
2025-03-13 09:47:37.289891,Missed,0
2025-03-13 09:47:37.522821,Missed,0
2025-03-13 09:47:37.791184,Detected,1
2025-03-13 09:47:38.055204,Detected,1
2025-03-13 09:47:38.322594,Missed,0
2025-03-13 09:47:38.577033,Missed,0
2025-03-13 09:47:38.813795,Missed,0
2025-03-13 09:47:39.054687,Missed,0
2025-03-13 09:47:39.285680,Detected,1
2025-03-13 09:47:39.519415,Detected,1
2025-03-13 09:47:39.750622,Missed,0
2025-03-13 09:47:39.986202,Missed,0
2025-03-13 09:47:40.217859,Missed,0
2025-03-13 09:47:40.452135,Missed,0
2025-03-13 09:47:40.683421,Missed,0
2025-03-13 09:47:40.922545,Missed,0
2025-03-13 09:47:41.175773,Missed,0
2025-03-13 09:47:41.414648,Missed,0
2025-03-13 09:47:41.656225,Missed,0
2025-03-13 09:47:41.915874,Missed,0
2025-03-13 09:47:42.144587,Missed,0
2025-03-13 09:47:42.378716,Missed,0
2025-03-13 09:47:42.620728,Missed,0
2025-03-13 09:47:42.887668,Missed,0
2025-03-13 09:47:43.156124,Missed,0
2025-03-13 09:47:43.405996,Missed,0
2025-03-13 09:47:43.643454,Missed,0
2025-03-13 09:47:43.878315,Missed,0
2025-03-13 09:47:44.122523,Missed,0
2025-03-13 09:47:44.372716,Detected,1
2025-03-13 09:47:44.611716,Missed,0
2025-03-13 09:47:44.848612,Detected,1
2025-03-13 09:47:45.085738,Missed,0
2025-03-13 09:47:45.315749,Missed,0
2025-03-13 09:47:45.550566,Missed,0
2025-03-13 09:47:45.782368,Detected,1
2025-03-13 09:47:46.018147,Missed,0
2025-03-13 09:47:46.250757,Detected,1
2025-03-13 09:47:46.486163,Missed,0
2025-03-13 09:47:46.742065,Detected,1
2025-03-13 09:47:46.981235,Missed,0
2025-03-13 09:47:47.222184,Missed,0
2025-03-13 09:47:47.489217,Detected,1
2025-03-13 09:47:47.739829,Detected,1
2025-03-13 09:47:47.971231,Missed,0
2025-03-13 09:47:48.219273,Detected,2
2025-03-13 09:47:48.478379,Missed,0
2025-03-13 09:47:48.711210,Missed,0
2025-03-13 09:47:48.955027,Missed,0
2025-03-13 09:47:49.210774,Missed,0
2025-03-13 09:47:49.443966,Missed,0
2025-03-13 09:47:49.745159,Missed,0
2025-03-13 09:47:50.172594,Missed,0
2025-03-13 09:47:50.566973,Missed,0
2025-03-13 09:47:50.936889,Missed,0
2025-03-13 09:47:51.379635,Detected,1
2025-03-13 09:47:51.730299,Missed,0
2025-03-13 09:47:51.990405,Missed,0
2025-03-13 09:47:52.254734,Detected,1
2025-03-13 09:47:52.522388,Detected,1
2025-03-13 09:47:52.787501,Missed,0
2025-03-13 09:47:53.053499,Missed,0
2025-03-13 09:47:53.311922,Missed,0
2025-03-13 09:47:53.548779,Missed,0
2025-03-13 09:47:53.814321,Missed,0
2025-03-13 09:47:54.087790,Missed,0
2025-03-13 09:47:54.355129,Missed,0
2025-03-13 09:47:54.638978,Missed,0
2025-03-13 09:47:54.884443,Missed,0
2025-03-13 09:47:55.126656,Missed,0
2025-03-13 09:47:55.594340,Missed,0
2025-03-13 09:47:55.899097,Missed,0
2025-03-13 09:47:56.152347,Missed,0
2025-03-13 09:47:56.458422,Missed,0
2025-03-13 09:47:56.805924,Missed,0
2025-03-13 09:47:57.137978,Missed,0
2025-03-13 09:47:57.417170,Missed,0
2025-03-13 09:47:57.686837,Missed,0
2025-03-13 09:47:57.934988,Missed,0
2025-03-13 09:47:58.174058,Missed,0
2025-03-13 09:47:58.417939,Detected,1
2025-03-13 09:47:58.686373,Missed,0
2025-03-13 09:47:58.951229,Detected,1
2025-03-13 09:47:59.217920,Missed,0
2025-03-13 09:47:59.469221,Detected,1
2025-03-13 09:47:59.710105,Missed,0
2025-03-13 09:47:59.950356,Missed,0
2025-03-13 09:48:00.222710,Missed,0
2025-03-13 09:48:00.489829,Missed,0
2025-03-13 09:48:00.764408,Missed,0
2025-03-13 09:48:01.182630,Missed,0
2025-03-13 09:48:01.554014,Missed,0
2025-03-13 09:48:01.982710,Missed,0
2025-03-13 09:48:02.306923,Missed,0
2025-03-13 09:48:02.581069,Missed,0
2025-03-13 09:48:02.849458,Missed,0
2025-03-13 09:48:03.124745,Missed,0
2025-03-13 09:48:03.604584,Missed,0
2025-03-13 09:48:03.933264,Missed,0
2025-03-13 09:48:04.285491,Missed,0
2025-03-13 09:48:04.579983,Missed,0
2025-03-13 09:48:05.047563,Missed,0
2025-03-13 09:48:05.521225,Missed,0
2025-03-13 09:48:05.998127,Missed,0
2025-03-13 09:48:06.480468,Missed,0
2025-03-13 09:48:06.868449,Missed,0
2025-03-13 09:48:07.310142,Missed,0
2025-03-13 09:48:07.732870,Missed,0
2025-03-13 09:48:08.235099,Missed,0
2025-03-13 09:48:08.656682,Missed,0
2025-03-13 09:48:08.963647,Missed,0
2025-03-13 09:48:09.315852,Missed,0
2025-03-13 09:48:09.604219,Missed,0
2025-03-13 09:48:09.886322,Missed,0
2025-03-13 09:48:10.174138,Missed,0
2025-03-13 09:48:10.454175,Missed,0
2025-03-13 09:48:10.707543,Missed,0
2025-03-13 09:48:10.973962,Missed,0
2025-03-13 09:48:11.209399,Missed,0
2025-03-13 09:48:11.474960,Missed,0
2025-03-13 09:48:11.735569,Missed,0
2025-03-13 09:48:11.966156,Missed,0
2025-03-13 09:48:12.208132,Missed,0
2025-03-13 09:48:12.440512,Missed,0
2025-03-13 09:48:12.676065,Missed,0
2025-03-13 09:48:12.943282,Missed,0
2025-03-13 09:48:13.204194,Missed,0
2025-03-13 09:48:13.432330,Missed,0
2025-03-13 09:48:13.674788,Missed,0
2025-03-13 09:48:13.937859,Missed,0
2025-03-13 09:48:14.169445,Missed,0
2025-03-13 09:48:14.406207,Missed,0
2025-03-13 09:48:14.642338,Missed,0
2025-03-13 09:48:14.908967,Missed,0
2025-03-13 09:48:15.171157,Missed,0
2025-03-13 09:48:15.396705,Missed,0
2025-03-13 09:48:15.640912,Missed,0
2025-03-13 09:48:15.910512,Missed,0
2025-03-13 09:48:16.171494,Missed,0
2025-03-13 09:48:16.410692,Missed,0
2025-03-13 09:48:16.679629,Missed,0
2025-03-13 09:48:16.942580,Missed,0
2025-03-13 09:48:17.192837,Missed,0
2025-03-13 09:48:17.431848,Missed,0
2025-03-13 09:48:17.678029,Missed,0
2025-03-13 09:48:17.949335,Missed,0
2025-03-13 09:48:18.211659,Missed,0
2025-03-13 09:48:18.475637,Missed,0
2025-03-13 09:48:18.733230,Missed,0
2025-03-13 09:48:18.966652,Missed,0
2025-03-13 09:48:19.206892,Missed,0
2025-03-13 09:48:19.446438,Missed,0
2025-03-13 09:48:19.708683,Missed,0
2025-03-13 09:48:19.975642,Missed,0
2025-03-13 09:48:20.226854,Detected,1
2025-03-13 09:48:20.468063,Missed,0
2025-03-13 09:48:20.707763,Missed,0
2025-03-13 09:48:20.974674,Missed,0
2025-03-13 09:48:21.266923,Missed,0
2025-03-13 09:48:21.589495,Missed,0
2025-03-13 09:48:21.893468,Missed,0
2025-03-13 09:48:22.208968,Missed,0
2025-03-13 09:48:22.506683,Missed,0
2025-03-13 09:48:22.802800,Missed,0
2025-03-13 09:48:23.107377,Missed,0
2025-03-13 09:48:23.406280,Missed,0
2025-03-13 09:48:23.699925,Detected,1
2025-03-13 09:48:24.007006,Missed,0
2025-03-13 09:48:24.322647,Missed,0
2025-03-13 09:48:24.715502,Missed,0
2025-03-13 09:48:25.121035,Missed,0
2025-03-13 09:48:25.441877,Missed,0
2025-03-13 09:48:25.703039,Missed,0
2025-03-13 09:48:25.959949,Missed,0
